Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the story.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* story if I wrote the story alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing creative stories.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the story I wrote.,I am confident in my ability to write a story with the help of the system.,I feel like the story is mine. ,____% of the story is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
9/4/2021 9:33:58,A2W121DQXNQK1,b5a9cacc2fc24fc583d5442b3c607278 ,Yes,7,7,1,7,7,7,"I think the suggestions could go in further detail regarding certain events or occurrences it suggests. That is, if it mentions an event such as a terrorist attack, it can also give a reason why it occurred or who did it, that way I can use it as a potential idea for the story, or I can rewrite it to better match what is going to happen in the story.",7,7,7,7,70,7,
9/5/2021 0:31:46,A2W121DQXNQK1,b25c76c9dd3a406192b6e3b7b4638a2a,Yes,7,7,7,7,7,7,"I liked that the suggestions were consistent with the story I had written, none of them seemed to contradict what I had written prior. Although the only thing I would like to have improved would be to have the suggestions include more adjectives for certain items mentioned, to give suggestions on how they look or other quality to better help the reader imagine the events of the story.",7,7,7,7,70,7,
9/5/2021 7:49:32,A2W121DQXNQK1,a935819289a042269dc6f7e419b0608e,Yes,7,6,1,7,7,6,"I think the system should refrain from suggestions that are formatting related, as you would see in a book. Suggestions such as ,""__________"" or even ""Chapter 2"", as these were present in my story, and would be more applicable in how a book is organized. In addition, at first suggestions were not offered, I think it was a glitch based on the message it produced. The suggestions then were working correctly by the second paragraph of my essay.",7,7,7,7,80,7,
9/5/2021 9:23:15,A2W121DQXNQK1,dad69fc8dcfb4971abbe3d4013bfc6ce,Yes,7,7,1,7,7,7,"The suggestions I received were relevant to the character I was writing about, it had the correct usage of names, pronouns, and more. I would also have liked if the suggestions could also offer potential qualities or traits to the characters I am writing about, so I can get an idea on how to flesh them out better. Especially if the characters are not yet as developed, and the reader knows little about them.",7,7,7,7,75,7,
9/5/2021 9:39:46,A2W121DQXNQK1,6a0e4a84b6624948b9373a84488399cd,Yes,7,7,7,7,7,6,"I think the system should definitely continue to make suggestions that are in line with the pronouns, gender, or even identity of the characters. In my story, I refrained from listing such information for the characters, to make it seem more universal and up to the interpretation of the character. As such, the suggestions in similar kinds of stories should follow if the characters aren't listed as a specific gender or identity, and even if they are explicitly named.",7,7,7,7,70,7,
8/15/2021 17:34:47,A2WGW5Y3ZFBDEC,b72437b88da64ad392d21dbc32ca9af0,Yes,6,3,5,5,4,5,"It came up with prompts that were a conclusion to the story, way too early, it would have been nice if it had reserved potential endings for later.",6,4,6,5,65,2,No.
8/15/2021 23:06:12,A2WGW5Y3ZFBDEC,10638735a10248c29ef1747f2f12c0b7,Yes,6,1,5,4,2,3,"Well, once when I tried to look for a concession stand in the theatre, the AI seemed to think I wanted to find the exit door, so it didn't really understand what I was aiming at there.",6,7,7,7,55,1,No.
8/15/2021 23:35:08,A2WGW5Y3ZFBDEC,1e71cd3d266046fdaeeef386a80a0781,Yes,5,2,5,3,2,4,I can't think of any.,6,6,7,7,65,1,None.
8/15/2021 23:57:58,A2WGW5Y3ZFBDEC,696c87b7fe7f4f869e84d30e9bd97823,Yes,6,5,4,6,5,7,"They were all fine, if a little predictable. It seemed to suggest endings to the story a bit too soon.",7,5,7,4,55,2,No.
8/16/2021 0:12:33,A2WGW5Y3ZFBDEC,0a6500a997e24468a743b34eda6be51e,Yes,5,1,5,3,2,1,"Well, I changed gears early on in the story, and tried a different approach, since it looked like it would end prematurely, and once I did that, the system was never able to figure that out and it kept suggesting things related to what I'd tried before and abandoned.",3,5,6,7,75,1,No.
8/16/2021 0:43:09,A2WGW5Y3ZFBDEC,f84a83053e004acb9ccc912f7c6d8ec6,Yes,5,3,7,3,3,4,I can't think of any.,3,2,5,3,51,1,No.
8/16/2021 1:07:09,A2WGW5Y3ZFBDEC,b4134879f6494953bfca7456a0bc8341,Yes,5,1,4,3,3,3,I didn't see any examples that needed improvement.,3,1,4,6,70,1,No.
8/16/2021 23:10:56,A2WGW5Y3ZFBDEC,242eb23d0a2a46a789be2b41a665873d,Yes,6,5,4,5,4,6,"I was trying to get the AI to come up with an idea for what the 'old power' might be, but it wasn't very helpful in that regard.",6,3,5,4,55,1,No.
8/16/2021 23:25:38,A2WGW5Y3ZFBDEC,5827d7fcff0d48f78870ee95b4833fef,Yes,5,7,3,5,5,4,"In this case, no, because it gave me a single good suggestion (a smaller screen) that led to the rest of the story.",6,6,7,6,70,4,No.
8/16/2021 23:43:45,A2WGW5Y3ZFBDEC,0822cf8998be4c44962989a70f00eb9e,Yes,5,5,4,5,4,6,I can't think of any.,6,4,6,5,55,2,No.
8/17/2021 1:00:55,A2WGW5Y3ZFBDEC,e4bf8d4c04c743b39fb94f724339f642,Yes,5,3,5,3,2,4,"I was trying to find suggestions for how to progress the story, but I kept getting suggestions that were just going to go around in circles.",6,2,5,4,59,1,No.
8/17/2021 1:30:23,A2WGW5Y3ZFBDEC,22041e7a62c246398773d82b83cb08fd,Yes,5,1,7,3,3,4,"Well, early in the story, after I decided to not have the humans persist in trying to rescue Matt Damon, it took awhile for it to figure out that that wasn't happening, and it kept giving me suggestions for rescue efforts.",5,6,6,7,80,1,No.
8/17/2021 2:03:15,A2WGW5Y3ZFBDEC,dcf41dcfdb0e4a98949063447b455792,Yes,5,3,5,3,2,4,I can't think of any.,3,1,4,5,55,1,No.
8/17/2021 19:02:13,A2WGW5Y3ZFBDEC,1763bf2d3371474ab481253b7731c586,Yes,5,2,5,3,2,5,"The AI suggested using a 105mm smoothbore cannon, but that was the first weapon I had the wolf use.",3,3,5,4,59,1,No
8/17/2021 19:34:45,A2WGW5Y3ZFBDEC,11f99f1431f74db3bb09b522504d31b3,Yes,5,3,6,4,3,4,"I was looking for examples of specific weapons (for example, a pistol that could be readily silenced) but it only provided me with generic ones.",5,5,7,6,65,2,No.
8/17/2021 20:13:31,A2WGW5Y3ZFBDEC,5a17e70a18c04205aac7f7bb845b8333,Yes,6,5,4,4,3,4,I can't think of any for this one.,6,5,7,5,60,2,No.
8/17/2021 23:16:50,A2WGW5Y3ZFBDEC,d7dd51e0a729428f8419480e4d8da32c,Yes,5,1,4,5,4,7,I can't think of any.,7,6,7,6,60,4,None.
8/17/2021 23:46:17,A2WGW5Y3ZFBDEC,84525c08fad348c6877ace95de0fcdaa,Yes,5,2,7,2,1,3,"I tried to get a suggestion to drive the plot forward, like how JFK was still alive, but the AI didn't really come up with anything, it just repeated itself.",3,1,5,4,54,1,No.
8/18/2021 0:00:05,A2WGW5Y3ZFBDEC,8393a8ed335f438c9ad5ca3d25a947b6,Yes,5,1,6,2,2,4,I can't think of any.,5,3,5,7,65,1,No.
8/18/2021 0:31:36,A2WGW5Y3ZFBDEC,58e702b7c7e249a0aaf762ea10f833b3,Yes,6,5,4,5,4,6,I can't think of any for this one.,6,5,7,6,62,4,No.
8/18/2021 0:48:30,A2WGW5Y3ZFBDEC,98de646c88b04772b24503cb24056236,Yes,5,7,3,5,5,5,I can't think of any.,6,5,6,7,66,4,No.
8/18/2021 1:02:16,A2WGW5Y3ZFBDEC,d2938c7114bb4f228ae7e3e801e2165b,Yes,5,2,7,3,3,4,I can't think of any.,3,1,4,4,52,1,No.
8/18/2021 1:51:36,A2WGW5Y3ZFBDEC,ad4eeaa42cea40e7b278d61f1505ef7f,Yes,6,5,4,5,4,6,It's suggestions were all good this time.,7,5,7,6,60,4,No.
8/18/2021 2:15:38,A2WGW5Y3ZFBDEC,e5c079dbe9104da4ae1d7b8f7cd3be3d,Yes,6,6,4,5,4,6,"Towards the end of the story I was looking for inspiration, and it started repeating prompts it had already said much earlier, and that I had already used.",6,5,7,6,65,4,No.
8/18/2021 13:15:48,A2WGW5Y3ZFBDEC,7db807f901e64357a4ebcee6908e8755,Yes,5,5,6,3,2,4,"I tried to get it to come up with a suggestion as to why Obama would receive a prank call, but it stuck to the JFK script.",4,5,5,7,60,2,No.
8/18/2021 13:38:32,A2WGW5Y3ZFBDEC,e195e7359d4c4557a26c6130a30d5f88,Yes,5,2,6,4,3,2,"I kept trying to come up with suggestions about why this scenario might occur for reasons other than some super secret agent plot, but the bot came up empty.",5,3,5,7,60,1,No.
8/18/2021 14:21:20,A2WGW5Y3ZFBDEC,b185f407365540f2bc3e32d45bb3d154,Yes,6,4,6,4,3,4,I can't think of any.,5,5,6,7,70,2,No.
8/18/2021 14:37:44,A2WGW5Y3ZFBDEC,ae3a87fc6c5e4c18897f71b93d670529,Yes,5,7,1,4,5,4,"Towards the end I prompted it to repeat 'depleted uranium house' which had been used earlier in the story, but it didn't seem able to do that.",6,5,7,7,69,1,No.
8/19/2021 14:46:01,A2WGW5Y3ZFBDEC,74517c6eb89c46fab708de3e3d7c53db,Yes,6,1,7,3,1,5,"I was trying to get it to come up with some side effect for the drug, but everything it suggested was predictable and/or didn't lend itself to a story.",3,5,5,7,80,1,No.
8/19/2021 16:42:14,A2WGW5Y3ZFBDEC,34d7c1032151410583aa9069286104d6,Yes,6,3,5,5,3,5,"I tried to prompt it for novel suggestions about what the effect of isolation from the U.S. would bring to the rest of the world, but it really only had two, both of which I'd already thought of.",5,5,7,5,60,2,No.
8/19/2021 17:13:37,A2WGW5Y3ZFBDEC,f591e24cf57d412a94e2c0fd523a003c,Yes,6,1,6,4,1,3,I can't think of any for this one.,3,5,6,7,66,1,No.
8/19/2021 17:35:52,A2WGW5Y3ZFBDEC,473095c2040f4c049e18e41e3c887784,Yes,5,1,6,4,1,4,"I tried to get it to elaborate on the fact that there was probably more than one bee, but it just kept repeating itself.",3,5,6,7,69,1,No.
8/19/2021 18:13:58,A2WGW5Y3ZFBDEC,c86ee4fe34954bd7b183d8a5068255da,Yes,5,1,6,3,2,4,"I tried to get it to come up with some deeper explanation of how this situation arose, but it didn't have inspiration, it became repetitive when I let it brainstorm about how the girl could actually be Queen of the Bees.",3,6,6,7,70,1,No.
8/20/2021 0:36:06,A2WGW5Y3ZFBDEC,f9a09da62e19479d8b2c31d3a494f11b,Yes,5,1,7,1,1,1,"The AI couldn't seem to follow any of this story; I had to write most of it myself, and any of its suggestions that I used, I changed to make them fit.",1,5,4,7,89,1,No.
8/20/2021 13:45:11,A2WGW5Y3ZFBDEC,215614c386144ae0a054e770c4a533f2,Yes,5,2,7,3,3,4,I can't think of any.,4,5,5,7,75,1,No.
8/20/2021 13:58:10,A2WGW5Y3ZFBDEC,50b12e356bc94c72bec03b35dea37fb2,Yes,5,2,6,3,3,4,"I tried to get it to come up with an ending, a quote, something to wrap the story up, but it just seemed to come up with things that would prolong it.",4,3,5,6,70,1,No.
8/20/2021 17:53:04,A2WGW5Y3ZFBDEC,d2c71212ed1446a79b5d404def4239a9,Yes,5,2,7,3,1,4,"The very first suggestion, I was hoping for a novel side effect for the drug, but the AI suggested something that, upon further writing, proved to be extremely unplausible, so I had to go back and rewrite my way out of it.",1,3,4,6,75,1,No.
8/20/2021 18:05:13,A2WGW5Y3ZFBDEC,9e0576b5ce9945a5909edad67b3c3be8,Yes,5,1,6,3,2,3,I can't think of any.,3,6,4,7,70,2,No.
8/20/2021 22:51:01,A2WGW5Y3ZFBDEC,f44e4ed0828e40abab5892a019e11dc0,Yes,5,1,6,3,1,4,I can't think of any.,5,5,6,6,70,3,No.
8/20/2021 23:18:56,A2WGW5Y3ZFBDEC,45799f2892fb4aa09cd94625f1ba8ea2,Yes,5,6,3,5,5,5,"I have no complaints about its suggestions, in fact, its suggestion about the side effects of the drug early on when prompted, provided the basis for the story.",5,5,7,5,68,4,No.
8/15/2021 17:30:49,A2YTQDLACTLIBA,1a14bae2ca9f422ea8779752233a203a,Yes,4,4,1,4,4,4,AI didn't seem to catch on this time around.  His suggestions were sometimes off base and quite repetative,4,7,7,7,85,4,
8/15/2021 17:47:27,A2YTQDLACTLIBA,789f87d67d884e1898dc4a6e2e0e9d7b,Yes,7,7,1,7,7,7,The prompts retelling me what the story is about aren't helpful,7,7,7,4,60,7,
8/15/2021 18:02:06,A2YTQDLACTLIBA,a09cbbf5323a4bd2aa5a2ae775258c38,Yes,7,7,1,7,7,7,"No, it was all good this go round",7,7,7,4,60,7,
8/15/2021 18:22:22,A2YTQDLACTLIBA,050118bfac954920a524e7070132690b,Yes,7,7,1,7,7,7,All good this time through,7,7,7,4,70,7,
8/16/2021 8:37:13,A2YTQDLACTLIBA,7edc4eee07cd44db9a01e28f1ef20064,Yes,7,7,1,7,7,7,AI made very good prompts this time,7,7,7,4,50,7,
8/17/2021 7:52:44,A2YTQDLACTLIBA,ec5462994a4b4614a7d95eac2f39a693,Yes,7,7,1,7,7,7,no,7,7,7,5,70,7,
8/17/2021 8:07:28,A2YTQDLACTLIBA,b6c87b8153ce4791a449f6b80a7f438e,Yes,7,7,1,7,7,7,none,7,5,7,4,60,7,
8/17/2021 8:23:27,A2YTQDLACTLIBA,04a4118571c642a18348c2e4a01f67c0,Yes,7,7,1,7,7,7,none,7,7,7,4,60,7,
8/20/2021 15:46:14,A2YTQDLACTLIBA,7e3839abe7334df698bb48e0d5561ab4,Yes,7,7,1,7,7,7,they were spot on,7,7,7,5,50,7,no
8/20/2021 16:41:55,A2YTQDLACTLIBA,f019def862094e0fb2a5016674603d83,Yes,7,7,1,7,7,7,it was good,7,7,7,4,60,7,
8/25/2021 19:20:05,A324VBRLXHG5IB,3b6e7a4c9d65411f9342254120abcde7,Yes,7,7,1,6,6,5,I got a good amount of suggestions about the wolf which helped me change a few of my story lines. ,7,7,7,7,75,7,"I really enjoyed writing this story, the topic made me laugh. "
8/29/2021 10:45:12,A324VBRLXHG5IB,d4d4847e461c42888c2357e8d8f268b3,Yes,6,6,2,6,5,6,The suggestion seemed to know that I was going to be writing a mistaken identity idea.,7,7,7,7,50,7,
8/29/2021 11:04:09,A324VBRLXHG5IB,b95bdefc91d94744b375b7bcabc19d5f,Yes,7,7,1,7,7,7,"There was a lot of repetition in a few suggestions, the same suggestion 3 lines in a row.",7,7,7,4,50,7,I wrote a lot longer than intended so had to rely a little more on the suggestions to try to find an ending
8/29/2021 11:21:40,A324VBRLXHG5IB,eb15a76230f74cf781b0ace876dec6de,Yes,4,2,5,4,4,4,"There were a few instances of ""no suggestion found""",4,7,7,7,80,7,"This was the hardest one so far, while it does have a clear ending it wasn't as precise as I would have liked. There weren't many suggestions that were applicable as a way to end, even after I deleted some paragraphs and re-wrote."
8/29/2021 14:04:08,A324VBRLXHG5IB,9c1de5d748a0486b8276ccce9f1c9f45,Yes,6,7,2,5,7,7,It continued to suggest things as if it were a movie plot or book,7,7,7,6,70,7,
8/29/2021 16:27:30,A324VBRLXHG5IB,43fef1ea6c6342f490c991f230acdf1b,Yes,7,7,1,6,7,7,These were some of the best suggestions I've had. The suggestion of a big black book appearing was really great. I can't think of any that didn't hit the mark this time.,7,7,7,5,60,7,
8/29/2021 17:09:09,A324VBRLXHG5IB,a155fa8cfd624d278fb8f37cc32b0565,Yes,7,7,7,6,6,7," The suggestions were always very very positive and upbeat. As strange as it sounds, I'd have liked some more neutral or negative behaviour suggestions.",7,7,7,7,60,7,
8/29/2021 17:30:56,A324VBRLXHG5IB,272a45b11c944afcbf51b390caa3a6b0,Yes,5,5,4,6,6,5,"There were a lot of fecal and bodily waste suggestions as soon as I mentioned the word ""smell"". That was a little strange",7,5,5,6,60,7,Sorry this got dark.
8/29/2021 18:07:46,A324VBRLXHG5IB,86a1a40bed5445c7bce7ac003f07d04c,Yes,7,7,7,7,7,7,"The suggestions were fine, but there was too much pushing towards this being a movie",7,7,7,6,60,7,
8/30/2021 14:30:04,A324VBRLXHG5IB,96417121cd29430b95ce9fc6ebab7fbe,Yes,7,7,2,5,6,4,The AI wanted the mana and magic to kill the aliens and suggested that a few too many times despite the path my story was taking.,7,7,7,6,60,7,
8/31/2021 18:47:28,A324VBRLXHG5IB,82eec1c4618e494c88253f4e5167fc26 ,Yes,5,4,6,3,3,3,It was providing me with Amazon links.,4,5,4,7,80,7,
8/28/2021 23:55:27,A345TDMHP3DQ3G,d046453071004f1991ca1bb9bec23ca2,Yes,3,1,7,1,2,1,The suggestions I received were vague and didn't push the plot enough. They just regurgitated words I had already said.,1,1,1,1,80,1,
8/29/2021 0:12:53,A345TDMHP3DQ3G,8b458eefa9304e608322239981e4ccd1,Yes,4,3,7,2,2,1,Some of the suggestions just weren't daring enough. They didn't go far enough in pushing the boundaries of the story. ,3,1,1,2,60,1,
8/29/2021 0:27:37,A345TDMHP3DQ3G,3d19d3770396446bb568be0852f3bcd4,Yes,5,7,4,6,6,7,I thought some of the suggestions could have given the characters more robust personalities than they did,7,6,6,7,75,5,
8/29/2021 0:46:25,A345TDMHP3DQ3G,105bf88bb4bc42688e06a54644e2989b,Yes,4,3,7,4,4,4,I felt like I didn't get any suggestions that could build out and flesh out the characters' personalities though that would have helped.,6,4,4,4,50,2,
8/29/2021 13:27:56,A345TDMHP3DQ3G,51811494ceb647a8aa633d4c7c3e089f,Yes,6,7,2,7,7,7,I liked that the AI recommended specific new characters that fit the personality traits that they should for how I wanted the story to proceed.,7,7,7,7,50,6,
8/29/2021 15:23:53,A345TDMHP3DQ3G,030168a0260f4701bb8c82e185b2c6c4,Yes,5,4,5,5,4,4,The suggestions got generic at times and didn't really push the plot in a meaningful way.,4,2,2,4,60,4,
8/29/2021 23:24:18,A345TDMHP3DQ3G,f13ca6a2519e4ddcaf454f11968ed676,Yes,6,2,7,3,2,2,The suggestions that I received didn't help with any character development and didn't identify any of the characters I was trying to introduce.,2,1,2,4,70,2,
8/29/2021 23:40:24,A345TDMHP3DQ3G,153d73ea68dc4323af5341ce6c51ea73,Yes,7,7,2,7,7,6,The suggestions sometimes veered off in random directions that didn't necessarily fit the context.,5,6,6,6,50,5,
8/29/2021 23:54:08,A345TDMHP3DQ3G,7c37d7def4524ab8ad459cc07c881955,Yes,7,1,7,2,1,2,The suggestions were really redundant. They just recycled language I had already used.,2,3,2,6,75,2,
8/31/2021 0:09:49,A345TDMHP3DQ3G,61cf26b400aa46379d6fbdcbd21231e9,Yes,6,4,6,4,4,4,One of the suggestions had absolutely no correlation or relationship to any of the story I had written and just came out of left field.,4,3,3,4,60,4,
8/31/2021 23:51:20,A345TDMHP3DQ3G,11fd7876e82548859df75d8a5e80f24c,Yes,4,1,7,2,2,2,"The suggestions felt vague and flat, and they were just super repetitive in terms of spitting out language I had already used.",2,1,1,4,75,2,
9/1/2021 0:03:44,A345TDMHP3DQ3G,bf03f184f45441258d7e0658a1742332,Yes,3,1,7,2,1,3,The suggestions I got didn't advance the plot in a meaningful way; they just regurgitated material. ,3,2,2,3,70,2,
9/1/2021 0:15:09,A345TDMHP3DQ3G,7444af48e58441e5ab11c7e295095206,Yes,4,3,6,2,2,2,The suggestions should have focused more on giving the characters their own unique personalities. ,2,1,2,2,75,2,
9/1/2021 0:26:12,A345TDMHP3DQ3G,b153deb333a648e8bed354ccb72d9085,Yes,4,4,7,6,5,6,The story should have come up with new language rather than just relying on repeating language I had given.,4,4,5,4,75,5,
9/1/2021 0:37:53,A345TDMHP3DQ3G,04382674f44c40b592c703ae0f63c2ed,Yes,5,4,7,4,4,6,Some of the suggestions could be a bit more multidimensional and be more subtle and varied in their meaning. ,5,6,5,5,75,5,
9/1/2021 0:49:20,A345TDMHP3DQ3G,c9e301f54a8a4723b14567a99c90d2b7,Yes,5,4,7,3,2,4,"The suggestions I received were a bit flat and one-dimensional, and didn't necessarily move the plot along.",2,4,4,4,75,5,
9/1/2021 0:59:07,A345TDMHP3DQ3G,e40238fb39514ae8a0719094d7337200,Yes,4,3,5,4,4,5,Some of the suggestions felt a bit too repetitive and thus didn't push new material into the story. ,4,3,2,4,75,4,
9/1/2021 2:12:06,A345TDMHP3DQ3G,73e1236fcc4f48d3ba4d264eb6ffe06e,Yes,4,6,3,5,6,5,The suggestions could have thrown out more unique plot lines that were not related to the prompt at hand specifically so I could take the story in new directions I hadn't thought of.,6,6,5,5,67,4,
9/1/2021 2:24:46,A345TDMHP3DQ3G,c7d83184f9f34ae9a9d55b0ee9176856,Yes,4,5,7,4,4,4,At times I felt like the suggestions I was being given were just going around in circles without advancing the next part of the story at all.,4,4,5,4,75,4,
9/1/2021 8:02:56,A345TDMHP3DQ3G,6a9dd4e609624942951409d15edb0ff3,Yes,4,4,1,4,5,4,Some of the suggestions I got just repeated the plot that I had already given and thus didn't push the plot in any meaningful way,5,6,5,4,70,4,
9/1/2021 8:32:20,A345TDMHP3DQ3G,87b45d27c2424504a98f49a29509480f,Yes,5,6,4,5,5,4,Some of the suggestions just propose synonyms of language I've already used which is not helpful. ,5,4,4,5,65,5,
9/1/2021 8:58:24,A345TDMHP3DQ3G,9989ea7d26a94464a9d94f68bc7832e9,Yes,5,6,3,5,4,5,Some of the suggestions that I got were too basic -- they were just filler sentences that did not actually push the plot forward. ,5,6,4,5,75,4,
9/1/2021 10:23:05,A345TDMHP3DQ3G,b8a0c252c1c749a78de33d1450193961,Yes,6,7,4,6,6,7,I thought that the suggestions could have introduced new plot lines more by getting more specific rather than just being as general as they were.,5,6,6,7,75,7,
9/1/2021 10:51:26,A345TDMHP3DQ3G,SERVER ERROR,Yes,6,6,3,6,7,6,The suggestions could have been a bit more specific about Amanda Jones's motivations as a reporter. ,7,7,7,6,50,6,
9/1/2021 12:14:05,A345TDMHP3DQ3G,994c929ac0db414cbb96423bb245eb7c,Yes,5,6,4,4,4,5,"The suggestions weren't really responsive to my text -- they wanted to give me generic, general conclusions without getting into specifics I had mentioned. ",4,5,5,6,75,5,
9/1/2021 12:27:18,A345TDMHP3DQ3G,f21eaa890253496d9d6ec4d01d9aefc1,Yes,6,4,4,6,5,6,Some of the suggestions were a little too flat; they just didn't catch my attention since they weren't specific enough in details.,7,7,7,7,85,6,
9/1/2021 14:29:59,A345TDMHP3DQ3G,ab54a76d5f3643ca95b0a24783f26921,Yes,6,2,7,4,3,4,"The AI always just suggests that the wolf keep repeating ""dude"" which is not interesting and doesn't move the plot at all.",5,7,4,5,85,4,
9/1/2021 15:15:46,A345TDMHP3DQ3G,77cae115ed8349dbad550de12e5858c1,Yes,4,6,3,6,6,7,The suggestions could have made the characters a bit more multidimensional and suggested lines for dialogue. ,5,6,6,6,75,4,
9/1/2021 18:43:18,A345TDMHP3DQ3G,09c68920f9e5434bb35a22e1909f324a,Yes,7,7,1,7,7,7,"I didn't have any complaints about the AI suggestions this time. They were unique, quirky and made sense for the story while still pushing the plot forward. ",7,7,7,2,40,7,
9/1/2021 21:01:45,A345TDMHP3DQ3G,86b1e2101c3141988dd27079e6963eb7,Yes,6,4,4,5,5,6,Some of the suggestions didn't fit the direction I was going in (I said I was packing a picnic and was rifling through my pantry for supplies and the suggestion was that I packed ice cream),7,4,6,4,60,5,
9/2/2021 0:46:34,A345TDMHP3DQ3G,128bac319cb14dadaaf5c30c3a8ac5cb,Yes,6,6,4,6,6,6,Some of the suggestions that I was given were redundant since they cycled through too many examples of the same thing.,5,5,6,6,65,4,
9/2/2021 1:53:00,A345TDMHP3DQ3G,e758f054db034e8cbf2e2b96cf42dd05,Yes,3,3,4,3,3,2,Some of the suggestions were absolutely unrelated to the plot line I was driving at and they were trying to misdirect my writing to just summarize it as a book or movie release. ,5,3,4,4,70,5,
9/2/2021 2:05:03,A345TDMHP3DQ3G,ad3a61d515cf456cbaa424c7b4ac0f13,Yes,5,4,4,6,5,5,Some of the suggestions that I received were a bit too generic and thus didn't feel appropriate to insert into the story as specifics were required.,5,3,4,4,70,4,
9/2/2021 18:37:01,A345TDMHP3DQ3G,f1e80762c105424fa21955d4520b182b,Yes,7,7,4,7,7,7,Some of the suggestions started to repeat themselves over and over again and they didn't provide fresh ideas. ,6,7,7,7,60,7,
9/2/2021 20:35:27,A345TDMHP3DQ3G,cf7ab63dcc7e4075a1b9deee1d04af60,Yes,5,6,4,6,6,7,Some of the suggestions got a bit flat and just recycled sentences I already had in my story. ,6,6,7,6,75,6,
9/2/2021 20:49:05,A345TDMHP3DQ3G,86a1c83126c749beb1159014d164c679,Yes,5,5,4,6,6,6,Some of the suggestions I received didn't seem like they were in chronological order. ,7,2,6,5,70,6,
9/2/2021 21:00:06,A345TDMHP3DQ3G,fefad5c6b2ca4bd6a6728c1ea12a6232,Yes,5,6,4,6,6,7,Some of the suggestions I got seemed to bring the plot around in circles rather than moving it in a forward direction. ,5,6,6,5,65,6,
9/2/2021 21:20:33,A345TDMHP3DQ3G,7e70d9a7956646909536fb1464168fc8,Yes,4,5,4,6,6,6,"Some suggestions just spit out synonyms of what was already on the page, which didn't feel creative at all.",6,4,6,6,75,4,
9/3/2021 3:21:42,A345TDMHP3DQ3G,409ea6cd2f8347dbb41344d1243c7e17,Yes,6,7,4,7,7,7,Some suggestions were just about turning the story into a book or film so they didn't push the plot forward. ,7,4,6,4,45,6,
9/3/2021 3:39:30,A345TDMHP3DQ3G,7a068257c0b94c05b56e5a11387aae6e,Yes,7,7,4,7,7,7,Some of the suggestions I got were just repeating suggestions from previous times that I had hit the tab key. I had rejected those ideas for a reason already.,7,7,7,2,20,6,
9/3/2021 3:53:18,A345TDMHP3DQ3G,29e036276257406ea2b37fd5e71a56dc,Yes,6,7,3,7,7,7,Some suggestions that I received were a bit too vague and thus wouldn't catch the attention of an audience reading the story. ,6,7,7,7,30,6,
9/3/2021 4:06:17,A345TDMHP3DQ3G,927ad269b1a94de58c22285e806979e9,Yes,7,7,4,7,7,7,"The suggestions went in a raunchier direction than I was originally planning to go in, but I ultimately ended up taking the suggestions since they were funny.",7,7,7,4,50,7,
9/3/2021 4:34:55,A345TDMHP3DQ3G,4ecefd1639824470af6fe22186eaf282,Yes,7,7,2,7,7,7,"The suggestions for this plotline are always the same at the beginning - with the wolf saying ""dude,"" which just feels so repetitive. ",7,7,7,7,50,7,
9/3/2021 8:59:32,A345TDMHP3DQ3G,d6f54aebfd3d40be9044635f5cbec15c,Yes,5,5,4,5,6,6,The suggestions should start wrapping the story up with conclusions at the end of the 10 minute mark but instead the suggestions started branching off into new plot lines. ,6,3,4,4,75,6,
9/3/2021 10:07:17,A345TDMHP3DQ3G,db169bdfdf294eaab67ca9aeb7a7f948,Yes,6,4,4,5,6,6,Some of the suggestions in the opening were all going down the same path (about fighting aliens) and I wanted to take the story in more of a creative turn so I wished the suggestions were more diverse. ,5,6,6,4,70,4,
9/3/2021 10:42:43,A345TDMHP3DQ3G,fa8be9d3e10c4a198762ec08b478a23a,Yes,5,6,4,5,6,6,I wanted the ability to go back to previous parts of my story to edit lines with the AI suggestions but the AI suggestions only worked on the last sentence written. ,7,6,7,4,65,6,
9/3/2021 11:43:20,A345TDMHP3DQ3G,f40b77ed78bc4297bd63c56ef412863a,Yes,6,6,4,6,6,7,Some of the suggestions skipped over time periods that I wanted to cover and just jumped over to the next day entirely. ,5,6,5,5,65,6,
9/3/2021 11:59:02,A345TDMHP3DQ3G,86c417e107854591a69f5fac771a39d0,Yes,6,5,6,6,7,4,I thought some of the examples got a bit redundant so I felt like I was going in circles at times. ,5,6,5,6,60,6,
9/3/2021 12:11:58,A345TDMHP3DQ3G,ae5df98d00ae4136a95a23fbb0bbf5a0,Yes,6,6,4,6,6,7,Some of the suggestions that I got seemed to just be circular and go back to statements I had already made. ,6,6,7,5,50,6,
